release_date,sentiment_analysis,user_id
2007-07-02,0.0,76561198068217106
2007-08-08,0.0,76561198068217106
2008-05-20,1.0,76561198067777635
2008-04-14,2.0,76561198002151678
2008-07-31,0.0,76561198002151678
2007-05-25,2.0,76561198089541911
2008-08-21,1.0,76561198089541911
2008-08-19,0.0,76561198102977568
1998-11-17,2.0,Ravironio
1997-12-12,2.0,Revan_Aldrei
2008-09-01,0.0,Revan_Aldrei
2001-04-19,2.0,Revan_Aldrei
1997-07-15,2.0,Revan_Aldrei
1993-12-31,2.0,Revan_Aldrei
2008-09-15,0.0,Revan_Aldrei
2008-09-17,2.0,Revolver_
2007-11-13,0.0,Matoota
1998-06-15,2.0,76561198092310770
2008-09-16,2.0,76561198092310770
2008-09-19,0.0,Sam_Slade
2008-10-22,0.0,MegaMario48
2008-08-28,2.0,benjamingarrison
2008-09-23,1.0,Shredderman962
2003-03-18,2.0,Simcra
2008-09-29,2.0,SpiritOfDeath2
2008-07-18,2.0,justthathelicopterpilot
2008-09-30,2.0,coadstar101
2008-10-08,2.0,coadstar101
2008-08-31,2.0,_SNS_
2006-12-01,2.0,_SNS_
2006-11-14,2.0,76561198060787863
2005-10-04,0.0,76561198060787863
2007-10-16,0.0,space_jumper
2008-04-18,2.0,76561198059845244
2007-09-25,0.0,Kaj3n
2002-05-31,0.0,ssbatt
2008-10-15,2.0,stinglock
2008-10-13,2.0,76561198065863302
2008-10-16,0.0,76561198074373301
2008-10-17,2.0,superyoshiegg
2008-10-20,2.0,76561198070346631
2008-10-21,0.0,76561198015930046
2008-10-21,2.0,94567
2008-10-22,0.0,TheSuccIsGudd
2008-10-23,1.0,thegreatds
2009-01-01,1.0,theironhex
2009-01-01,1.0,76561198046806915
2009-01-01,2.0,76561198065836764
2009-01-01,2.0,76561198066582571
2009-01-01,2.0,Truebro115
2009-01-01,2.0,Truebro115
2009-01-01,2.0,Truebro115
2009-01-28,2.0,76561198056645429
2008-10-20,0.0,swagdog69
2008-12-16,2.0,WalrusInSpace
2009-01-13,2.0,wavezero
2008-12-08,0.0,76561198129265482
2009-02-12,2.0,76561198072355008
2008-03-05,0.0,Harrasian
2007-07-04,2.0,Freeballin99
2009-03-19,0.0,xoffy
2005-05-10,2.0,xoffy
2009-02-27,0.0,mikeytyson
2009-03-04,0.0,mikeytyson
2009-03-04,2.0,AdonSinky
2007-03-30,0.0,76561198097470405
2007-11-19,0.0,76561198097470405
2009-02-27,1.0,Z1_M4N
2008-03-21,1.0,AndyIzNogud
2009-02-03,2.0,76561198036810976
2009-03-09,2.0,Kootrasman
2009-03-16,2.0,76561198041284313
2009-03-16,2.0,76561198038259400
2009-03-19,2.0,Xalibe
2009-03-19,0.0,MynameisAuz
2009-03-10,0.0,76561198039469366
2009-04-15,2.0,76561198062785129
2006-10-27,0.0,Uve-Seen_Nothing
2005-04-28,0.0,Uve-Seen_Nothing
2006-04-28,0.0,Blackboy72
2008-09-25,2.0,Blackboy72
2009-04-16,2.0,mrnuclear
2009-04-29,0.0,Aussiefella_69
2009-04-30,2.0,shadowxlucario
2009-04-30,2.0,My_Immortal
2009-02-10,0.0,76561198029589709
2009-04-21,2.0,MrProvidings
2009-04-29,1.0,MrProvidings
2008-09-23,1.0,MrProvidings
2009-05-06,0.0,76561198006896411
2009-05-06,0.0,SitteNKitteNMitteN
2005-03-08,2.0,communiggersunite
2002-03-26,2.0,LASSO133
2009-06-04,2.0,ryno69445
2009-06-09,0.0,76561198053145578
2009-06-10,0.0,haoliu98
Jun 2009,0.0,mr_cat
2004-04-30,2.0,mr_cat
2007-09-11,0.0,avdl
2002-04-29,0.0,AriakWolf
2007-05-18,0.0,NiceAhTNT
1999-09-01,2.0,ThePratama190
1998-09-07,0.0,76561198089200630
2008-09-15,2.0,76561198081631721
2009-06-30,1.0,1800-Ricohut
2007-10-01,0.0,darainthebanana
2006-10-01,0.0,darainthebanana
2008-07-01,1.0,76561198034784208
2007-07-01,2.0,fui312
2008-12-24,0.0,GoodOldJacob
2009-07-07,0.0,76561198080354888
2009-07-07,2.0,76561198080354888
2007-10-09,2.0,bigfoot57
1992-06-01,0.0,Kevin_F
2003-12-02,2.0,Kevin_F
2005-11-01,1.0,Blood_and_Bone
1989-07-01,0.0,Blood_and_Bone
2008-06-03,1.0,bloodspilla
2009-07-15,2.0,bloodspilla
2008-11-20,0.0,rooneywatson
2009-06-02,0.0,rooneywatson
2009-07-21,2.0,rooneywatson
2006-12-20,0.0,rooneywatson
2006-09-01,2.0,76561198055117884
2007-10-30,1.0,boldboulder
2006-09-01,1.0,12345678901234567890123456567890
2009-07-24,1.0,SDAFAWRFGRSEG
2008-06-04,0.0,76561198095920833
2009-07-24,0.0,Catch_Twenty_Two
2009-07-27,1.0,76561198042411838
2008-08-14,1.0,76561198042411838
2009-07-28,2.0,SuchDogeMuchWoW
2009-07-29,1.0,76561198066118331
2009-08-04,2.0,dannysfatass
2003-11-19,1.0,76561198087135044
2009-08-18,2.0,topkeklord7
1998-12-01,1.0,evankohgj
2001-03-01,1.0,chewyi
1999-06-01,0.0,76561198142474106
2009-08-20,2.0,76561198051461196
2009-08-24,2.0,PintoProAlto
2009-08-24,1.0,Ibukismywaifuforlaifu
2009-06-22,2.0,chocolate-donut-king
2005-03-29,2.0,chocolate-donut-king
2009-08-28,2.0,76561198064663981
2009-10-30,2.0,curtiits
2009-09-08,2.0,cybas101
2009-05-26,0.0,itsdandytime
2009-09-25,2.0,itsdandytime
2009-09-28,2.0,DarkKnight2599
2009-09-07,0.0,blablabla174
2009-08-18,2.0,DarthRhys
2009-10-01,1.0,_Daughter_
2009-09-30,0.0,deadtrooper6424
2009-10-01,0.0,76561198037086921
2009-10-30,0.0,defox01
2009-10-01,2.0,defox01
2009-10-05,2.0,deynarian
2009-10-16,2.0,diabz
2007-09-04,0.0,Poopsnugg
2009-09-15,2.0,Poopsnugg
2009-10-27,0.0,Poopsnugg
2009-03-12,0.0,MattBowles
2009-10-27,2.0,Dozza_The_Wozza
2009-10-27,0.0,dreadedfungus
2009-10-27,2.0,Dub5
2009-10-29,2.0,Dub5
2009-10-29,2.0,76561198060319088
2009-10-29,2.0,elgerjp
2009-10-07,0.0,Enska
2009-11-01,2.0,CaptainCrytec
2009-09-19,1.0,CaptainCrytec
2009-11-03,2.0,CaptainCrytec
2005-03-03,2.0,eunmac
2003-10-28,2.0,76561197987394736
2009-11-24,0.0,FestiveDuckGaming
2009-10-29,0.0,firnin_hanks
2009-11-06,1.0,Ni7rogen
2009-05-07,2.0,Sickunt123
2009-11-05,0.0,serafiki
2009-11-11,0.0,serafiki
2009-11-12,2.0,serafiki
2009-11-12,1.0,gabbler123
2007-06-26,2.0,76561198152535010
2008-02-15,2.0,76561198067309171
2007-03-28,1.0,76561198067309171
2008-07-23,2.0,geoskio
2009-11-13,1.0,76561198134334226
2009-11-16,2.0,GLADTOHELP
2009-12-25,2.0,76561198077294556
2005-06-17,0.0,76561198057970914
2009-10-22,2.0,Vyndoril
2009-11-03,0.0,Rotomaniac
2009-10-13,0.0,Rotomaniac
2009-12-16,2.0,76561198065084226
2007-10-02,2.0,imsodonionringsrightnow
2008-04-29,1.0,imsodonionringsrightnow
2009-01-24,1.0,CUSTOM666
2009-12-17,2.0,76561198104428121
2009-12-17,2.0,76561198058405866
2008-07-08,2.0,76561198077102914
2010-03-17,1.0,76561198044032335
2009-08-12,1.0,76561198044032335
2010-02-12,2.0,76561198058562728
2008-08-27,2.0,SaladsByAinsley
2010-01-06,2.0,Outsider
2009-09-11,0.0,Outsider
2007-12-07,0.0,mrawesome99128
2009-02-18,0.0,mrawesome99128
2010-02-16,0.0,76561198079366509
2010-02-16,2.0,YouWannaFuckingGoM99
2010-02-16,1.0,haloslayer1
2010-02-17,1.0,HubDubs
2010-02-18,1.0,HubDubs
2010-02-18,1.0,Deepadeep
2010-02-18,2.0,duckonthetruck
2010-02-19,2.0,JayKayGray
2007-12-01,0.0,76561198080526242
2010-03-18,0.0,76561198103371005
2001-03-21,2.0,76561198103371005
2010-03-19,0.0,76561198092221837
2010-03-31,2.0,miochandesu
2010-03-26,2.0,Thenormalvietnamese
2010-04-05,2.0,Thenormalvietnamese
2010-04-08,2.0,adamkupou
2010-04-12,0.0,ironcass
2010-04-12,2.0,ironcass
2010-04-14,0.0,ironcass
2010-04-15,2.0,ironcass
2010-04-15,2.0,jgbergmen
2010-04-19,1.0,Jacab
2010-04-19,2.0,bobofofo
2010-04-20,0.0,bobofofo
2003-08-19,2.0,james815
2001-11-30,1.0,Bigzy
2010-04-20,0.0,76561198075863151
2006-07-19,0.0,dontgetmemed
2008-06-19,2.0,dontgetmemed
2010-05-05,2.0,76561198097172610
2008-12-31,0.0,Lunaii
2009-09-24,2.0,Lunaii
2009-07-27,2.0,Lunaii
2009-12-24,0.0,Lunaii
2010-03-19,2.0,76561198043130826
2008-02-11,0.0,76561198043130826
2007-12-31,0.0,dzakuan
2009-12-21,0.0,Joshycraft
2010-05-07,2.0,Justmatel
2010-05-11,2.0,9683n
2010-05-12,2.0,kcharding
2010-05-28,2.0,keoul
2010-06-08,2.0,jet14
2010-05-28,2.0,jet14
2010-06-01,2.0,jet14
2010-06-01,2.0,jet14
2010-06-01,2.0,jet14
2010-06-01,0.0,JohnnyMcShitty
2010-06-01,0.0,lozone
2010-06-01,0.0,larrythebrony
2010-06-01,0.0,larrythebrony
2010-06-01,2.0,larrythebrony
2010-06-01,2.0,lasati
2010-06-01,1.0,lelvis
2010-06-01,2.0,sIuttrak
2010-06-03,0.0,Vucki
2010-07-16,1.0,LudiAU
2010-06-02,1.0,76561198024566463
2010-07-16,0.0,rollhack
2010-07-16,2.0,MAC_CAB
2010-07-16,2.0,76561198074177617
2010-07-19,2.0,MatthewW7
2010-07-16,2.0,76561198027193755
2003-09-22,0.0,obeseninja27
2010-07-16,1.0,wearethechampionsmyfriend
2010-07-16,0.0,lolijuygter
2010-07-19,1.0,anthMC
2010-07-21,2.0,anthMC
2008-12-08,0.0,76561198061039342
2010-08-17,0.0,76561198061039342
2010-07-28,2.0,76561198061039342
2010-07-26,0.0,76561198079882851
2010-08-06,2.0,76561198052118118
2010-08-06,2.0,Mozness
2011-03-22,2.0,76561197995905411
2010-08-06,2.0,mresprofile
2010-08-12,2.0,Murdocgreenskin
2010-08-12,2.0,Murix
2010-08-16,2.0,mutatedwombat
2010-08-16,2.0,NanoPi
2010-08-16,2.0,NanoPi
2010-08-16,1.0,sheshenus
2010-08-20,2.0,QuenchingAlarm1
2010-08-27,0.0,ustupit
2010-08-26,2.0,76561198088807138
2010-06-22,0.0,SenorcThePie
2010-08-27,0.0,pleaseendmyfuckingsufferingcyka
2010-08-30,2.0,pleaseendmyfuckingsufferingcyka
2010-08-16,0.0,76561198085457850
2010-08-31,0.0,76561198085457850
2010-08-31,2.0,76561198080947173
2010-09-01,1.0,76561198081848869
2010-08-31,1.0,76561198081848869
2002-11-01,1.0,76561198029634836
2010-09-02,0.0,Capscain
2010-09-06,2.0,76561198004669632
2010-09-06,2.0,deathtotraitors777
2010-09-08,2.0,anpepo
2010-09-07,1.0,76561198093156182
2010-09-08,0.0,76561198043880297
2010-09-08,2.0,piedude
2010-09-10,2.0,honkychonky
2010-08-19,0.0,honkychonky
2010-09-13,2.0,honkychonky
2010-09-13,2.0,76561198107093846
2010-09-14,2.0,pizzadude04
2010-09-14,2.0,76561198044367162
2010-09-17,2.0,POKESTEAM
2010-09-17,2.0,some_sorta_pie
2010-09-13,2.0,FabRainbro
2010-09-17,0.0,LordRascus
2010-09-17,0.0,kayrom
2010-09-21,1.0,Rhyzak
2010-09-21,1.0,Rubbercube
2002-02-05,0.0,Rubbercube
2010-09-20,1.0,Rubbercube
2010-09-22,0.0,Rubbercube
2010-09-22,2.0,xdangerouscereallyx
2010-09-23,0.0,sanaret
1999-07-01,2.0,Sansomar
2010-10-08,2.0,76561198081934209
2007-08-31,0.0,p893629682
2000-06-01,2.0,SergeantMason
Oct 2010,2.0,SergeantMason
2010-10-11,2.0,1stpionpaul
2010-10-11,0.0,seveneightnine
Oct 2010,1.0,Shredderman962
Oct 2010,0.0,Silverimate47
2010-10-12,0.0,whisperrrrrrr
2010-10-15,1.0,SirexPower
2010-10-15,1.0,SirexPower
2010-10-15,1.0,SirexPower
2010-10-19,0.0,Skippy333
2010-10-15,2.0,5400540054005400
2010-10-22,2.0,SneakyPete9
2010-10-25,2.0,Variun
2010-10-25,2.0,SULL3H
2010-10-25,0.0,76561198033982370
2010-10-26,2.0,76561198080103160
2010-10-26,2.0,sprayer1706
2010-10-26,2.0,76561198061268926
2010-10-26,2.0,76561198070346631
2010-10-26,0.0,76561198057451875
2010-10-26,2.0,76561198073446384
2010-10-26,2.0,76561198073446384
2010-10-26,2.0,the_mad_doctor123
2010-10-25,0.0,Tomsen1
2010-10-26,0.0,LecXii
2010-10-26,0.0,TheSuccIsGudd
2010-11-18,0.0,Smeegan
2010-11-18,0.0,Smeegan
2010-11-02,0.0,76561198051772381
2010-11-02,2.0,TheJordanSixFifty
2010-11-02,2.0,ThereSheBlows
2010-11-18,0.0,thrillder
2010-11-02,2.0,76561198062267241
2010-11-02,2.0,timasaurus
2010-11-05,0.0,gayanimeguy
2009-10-01,0.0,TomThehTmoT
2010-11-03,2.0,TomThehTmoT
2007-04-05,0.0,76561198045771425
2010-11-02,2.0,76561197992809369
2010-11-09,2.0,76561198069824038
2010-11-09,0.0,Tudah
2010-12-20,2.0,Tudah
2010-11-09,2.0,Tudah
2010-12-20,2.0,Tunnocks
2010-12-23,0.0,76561198120479313
2010-12-23,2.0,ceruleansketchcat
2002-05-21,0.0,76561198149939310
2005-06-06,2.0,falfouchinskaia
2011-01-07,0.0,valvoman
2011-01-07,2.0,bongsweremadebybongocomics
2011-01-07,1.0,76561198066004879
2011-01-07,2.0,vengerfire
2003-05-13,2.0,76561197971285616
2011-01-12,0.0,76561197976177356
2011-01-20,2.0,_Enlightenment_
2011-01-20,1.0,dontdisturbthecoffee
2011-01-25,0.0,76561198074076427
2011-01-19,2.0,thombelcar
2011-01-20,2.0,thombelcar
2011-01-24,2.0,thombelcar
2011-01-25,2.0,37755753
2011-01-26,2.0,37755753
2011-01-26,2.0,37755753
2011-01-26,2.0,37755753
2011-01-26,2.0,37755753
2011-01-26,2.0,76561198042666584
2011-01-26,2.0,vxwolf368
2011-01-26,2.0,Foxxy346
2011-01-26,2.0,Foxxy346
2011-01-26,2.0,subsonicsnigger
2011-01-26,2.0,Helpsme
2011-01-26,0.0,76561198090018608
2009-06-02,0.0,76561198036077253
2011-01-26,2.0,76561198072355008
2010-09-07,0.0,wilsonufs
2010-10-26,2.0,carterbegrie
2010-06-02,0.0,yungwarez
2010-02-02,0.0,xhog
2011-01-27,2.0,xJerkensteinx
2011-01-28,0.0,YoloGhost
2011-02-01,0.0,76561198018469813
2011-01-31,0.0,maibiglargebuttocks
2011-02-02,2.0,ZONEcold
2011-02-01,1.0,MyZan1ty
2011-02-03,2.0,JyizerHD
Feb 2011,2.0,Tydirium_762
2011-02-03,0.0,pootispentry
2011-02-11,1.0,y__tho
2011-02-09,1.0,SuperSalter3000
2011-02-10,0.0,SuperSalter3000
2011-02-14,0.0,hentai_overlord
2011-01-11,2.0,The_Eyepatch
2011-03-08,2.0,76561198014210785
2011-03-11,2.0,archy18
2011-02-28,2.0,Wangachung
2011-03-14,0.0,mark3888
2011-02-28,2.0,mark3888
2011-02-28,1.0,mark3888
2011-02-28,2.0,76561198097177685
2011-02-28,2.0,JiAltair
2011-02-28,2.0,juzzfuzz
2011-02-28,2.0,76561198049524520
2013-10-24,2.0,Rawex
2011-02-28,2.0,Rawex
2011-03-01,2.0,Rawex
2011-02-28,2.0,northisbae
2011-04-05,1.0,76561198080157237
2011-04-05,2.0,lambofreak4ever
2011-04-05,0.0,Dankulicious
2011-04-06,0.0,KingBlobfish
2011-04-08,2.0,KingBlobfish
2011-04-08,2.0,movienationscom
2010-06-10,2.0,movienationscom
2011-04-08,1.0,X-Evolution
2011-04-11,0.0,MladshiyLlama
2011-04-08,0.0,76561198077295459
2011-04-11,0.0,dalebaxter
2011-04-18,0.0,76561198101093216
2011-04-12,1.0,76561198101093216
2011-04-15,2.0,QuirkyChicken
2011-04-19,2.0,_steelphantom
2011-05-26,2.0,AquilliusRanger
2011-04-20,2.0,Slavishbear
2011-05-26,2.0,Slavishbear
2011-05-26,1.0,76561198092674729
2011-05-26,2.0,itsaprofileaboutnothing
2011-05-30,2.0,me11111111
2011-05-31,2.0,fab2cent
2011-05-31,1.0,daboiz
2011-05-31,0.0,76561198052612696
2011-05-31,2.0,neadekvat161
2011-06-01,2.0,overwatchmemelord
2009-08-10,0.0,765611983889673
2005-06-06,1.0,Pikachu_LOL
2011-06-02,1.0,Nanaya_Shiki
2011-06-20,1.0,76561198044577103
2011-06-14,2.0,76561198045400287
2009-09-01,2.0,76561198066084176
2011-06-13,2.0,76561198066084176
2011-06-14,2.0,spudgee
2011-06-14,1.0,CalvinHazard
2011-06-15,2.0,mopkap
2011-06-15,2.0,loadsamoney
2011-05-20,2.0,loadsamoney
2011-06-16,0.0,loadsamoney
2011-06-16,0.0,loadsamoney
2011-06-17,0.0,loadsamoney
2011-06-21,2.0,loadsamoney
2011-06-21,0.0,Hati_Hati_Hati_Hati_Hati_Hati
2011-06-21,0.0,76561198157640176
2011-06-21,0.0,76561198157640176
2011-06-21,2.0,deatheffekt
2011-06-21,2.0,reflexaus
2011-06-21,2.0,reflexaus
2011-06-22,1.0,123joshua321
2011-06-21,1.0,76561198019231133
2011-06-23,2.0,DMbug
2011-06-24,2.0,76561198079298522
2011-06-23,2.0,aamonrai132
2011-06-24,0.0,r34d_4nd_w33p
2011-06-23,1.0,Lolicon_Banzai
2011-06-28,2.0,KentuckyFriedSpy
2011-06-30,2.0,WhiteAfrican
2011-06-30,2.0,TheOnlyT6
2011-06-30,2.0,alexisacoolhuman
2011-07-01,2.0,AlanJack102
2011-06-30,1.0,TwoPixel
2011-06-30,0.0,amr_
2011-07-02,2.0,76561198067361221
2011-07-18,2.0,Anywher
2011-07-18,2.0,EGGSaus
2011-07-18,2.0,aperture_sandvich
2011-07-19,2.0,whafam
2011-07-19,0.0,Archimedesthemagicalbird
2011-07-19,2.0,76561198040257934
2011-07-21,0.0,arthur-dent
2011-07-20,2.0,AsherFatin
2011-07-21,0.0,09879655452567
2011-07-22,2.0,B-HopperTr0LL
2011-07-22,2.0,Baileaf
2011-07-22,2.0,76561198065661382
2010-08-24,2.0,76561198065661382
2011-08-08,0.0,76561198065661382
2011-07-22,1.0,baranaka
2011-09-01,2.0,thelazybrowniemkii
2011-06-28,2.0,76561198301150825
2010-06-29,2.0,BZ4LIFE
2011-08-10,0.0,76561198267779591
2011-08-10,0.0,BecauseImSAD
2011-08-11,1.0,OG1
2011-08-11,2.0,llamaemperor
2011-08-11,2.0,birdpleb
2011-08-12,2.0,bizarrues
2011-08-15,0.0,myles101
2011-08-15,2.0,Skrytwo
2011-08-16,2.0,Skrytwo
2011-08-16,0.0,2spooky
2011-08-16,2.0,2spooky
2011-08-16,2.0,Bonkbonkerson
2011-09-20,2.0,76561198072103064
2011-08-31,2.0,imacatseeulr
2011-08-31,1.0,imacatseeulr
2011-09-05,1.0,imacatseeulr
2011-09-08,1.0,negrosarcastico
2012-07-12,0.0,BlockStabFatality
2011-09-06,2.0,544183980
2011-09-01,2.0,buggy00
2011-09-07,1.0,dogapp
2011-09-13,2.0,totesnotahacker
2011-09-14,1.0,captainquickler
2011-09-14,2.0,Castor_E
2011-09-15,2.0,Castor_E
2011-09-15,2.0,Castor_E
2010-10-19,2.0,76561198033432863
2011-09-20,2.0,dannysfatass
2011-09-21,0.0,hopeandchaos
2011-10-11,0.0,checkm80
2011-09-28,0.0,megatetsujin28
2011-09-28,0.0,76561198021700114
2011-09-29,2.0,ParaChymp
2011-09-29,0.0,Frostbyte69
2007-02-20,0.0,NickMcGrath
2011-09-29,0.0,roitethere
2011-09-29,2.0,c1u
2011-09-29,2.0,76561198071176877
2011-09-29,0.0,CookedTuna
2011-09-09,2.0,CookedTuna
2011-09-30,2.0,CorsairCrossley
2011-09-29,2.0,Crailik
2011-10-11,1.0,crnza
2011-10-11,0.0,76561198023152575
2011-10-11,2.0,OptioMajoris
2011-10-12,0.0,johnvu3
2011-10-13,2.0,EthanDennisMcKormick
2011-10-14,2.0,EthanDennisMcKormick
2011-10-18,0.0,dandeloinz
2011-10-17,2.0,76561198016761464
2011-10-24,2.0,76561198016761464
2011-10-24,1.0,danthettt
2011-10-24,0.0,blablabla174
2011-10-24,2.0,76561198023971448
2011-10-24,2.0,DazzaMH
2011-10-25,2.0,DazzaLCFC
2011-10-25,2.0,DBZfreakMBB
2011-11-02,2.0,AZA1498
2011-11-03,0.0,Punpun420
2011-11-03,2.0,Destero
2011-11-02,0.0,comcozzolino01
2011-11-08,2.0,comcozzolino01
2011-11-08,1.0,76561198052054864
2011-11-08,1.0,dodecadumpling
2011-11-08,1.0,Doobuboo
2011-11-09,2.0,mr_doominater
2011-11-10,2.0,9856743GH131
2011-11-11,1.0,9856743GH131
2011-11-29,2.0,76561198122724739
2011-11-29,2.0,76561198082252530
2011-11-21,1.0,sven8910
2011-11-29,2.0,76561198052598003
2011-11-30,0.0,76561198055372428
2011-11-30,0.0,76561198142969038
2011-11-29,1.0,76561197970600478
2011-11-30,0.0,76561198109249377
2010-06-11,2.0,theempireendures
2011-12-02,2.0,fall3n_archon
2011-12-01,2.0,76561198103524411
2011-12-06,2.0,santiagoivanov
2012-01-13,0.0,FaZeWeaver
2011-12-12,2.0,FlameFireBlast
2011-12-07,2.0,neonmotiontv
2011-12-13,0.0,76561198018912053
2011-12-13,2.0,ghoules
2011-12-13,0.0,frannleman
2011-12-14,2.0,TheOnlyTrueGamingGod
2011-12-14,0.0,76561198054397103
2011-12-14,2.0,76561198054397103
2011-12-15,0.0,Quazziemodo
2011-12-15,1.0,76561198080865066
2011-12-14,0.0,Geriland
2011-12-15,1.0,76561198070585472
2011-12-15,2.0,76561198070585472
2011-12-15,1.0,76561198059533968
2011-12-15,2.0,171516
2013-06-06,0.0,76561198079874637
2011-12-15,2.0,Mangoboy2k1
2011-12-16,1.0,borntoeatcake
2011-12-19,1.0,gominhagomes
2011-12-19,2.0,Global
2011-12-19,0.0,gryphon556
2011-12-20,0.0,BurgerStab
2011-12-20,2.0,blankv15
2011-12-19,2.0,end978
2011-12-20,2.0,end978
2011-12-20,2.0,HappyHouseGnome
2011-12-20,2.0,76561198034664008
2011-12-20,0.0,DogHog
2011-12-20,1.0,ZECOWPOCALYPSEHAZSTARTEDZ
2011-12-20,2.0,76561198050540147
2011-12-20,0.0,Sk8erboiHongKong
2011-12-20,2.0,quillomanar
2012-01-25,0.0,hunterkiller247
2012-01-26,0.0,hunterkiller247
2012-01-27,2.0,hunterkiller247
2012-01-27,2.0,hunterkiller247
2005-10-11,0.0,hunterkiller247
2012-01-30,0.0,ERROR_LT
2010-02-02,0.0,76561198074377542
2012-01-31,2.0,martiantrain
2012-01-31,1.0,triangless
2012-02-08,0.0,ihasMUFFINSWAG
2012-02-02,2.0,76561198076701454
2012-02-02,0.0,76561197999719746
2012-02-02,2.0,76561198071834416
2012-02-03,2.0,jarjarjake
2012-02-03,1.0,FvckkMyOppz
2012-02-14,2.0,76561198035590106
2012-02-14,2.0,toottootverysad
2012-02-14,0.0,amative
